iter	MultiClass
893	0.09278390329
894	0.09270623401
895	0.09260339445
896	0.09254412475
897	0.09248345799
898	0.09229252821
899	0.09218589371
900	0.09208568824
901	0.09201430322
902	0.09189323602
903	0.09185145114
904	0.09174199505
905	0.09169036213
906	0.09161443521
907	0.09154339943
908	0.09145394897
909	0.09139927752
910	0.0913462475
911	0.09129086827
912	0.09120795411
913	0.09117935082
914	0.09109628238
915	0.09096167897
916	0.09089396343
917	0.09083056251
918	0.09072349402
919	0.09067494217
920	0.09062655777
921	0.09059014197
922	0.09046253785
923	0.09032371656
924	0.09021285838
925	0.08998979158
926	0.08987564372
927	0.08977901379
928	0.08964663353
929	0.08958588574
930	0.08947487347
931	0.08942223851
932	0.08940273435
933	0.0893354647
934	0.08925087206
935	0.08916471273
936	0.08905324178
937	0.08902065971
938	0.08885019412
939	0.08870751948
940	0.08865245419
941	0.08861312353
942	0.0885023177
943	0.08843051259
944	0.08832797888
945	0.08827074337
946	0.08819818623
947	0.08805196444
948	0.08798791873
949	0.08794745309
950	0.08785972559
951	0.08781844118
952	0.08770619161
953	0.08758224583
954	0.08750525485
955	0.0874069268
956	0.08732890418
957	0.08723481722
958	0.08718366586
959	0.08697327259
960	0.08684261422
961	0.0867846484
962	0.08670965953
963	0.08658985881
964	0.08652777887
965	0.08647386291
966	0.08636283905
967	0.0862494349
968	0.08612707635
969	0.08604552356
970	0.08596446671
971	0.08586049503
972	0.08574447533
973	0.08555764202
974	0.08545120021
975	0.08527701263
976	0.08519500876
977	0.08516324338
978	0.08508398928
979	0.0850350283
980	0.0849860384
981	0.08495293071
982	0.08482851501
983	0.08469428091
984	0.08457589127
985	0.08451147052
986	0.08443255844
987	0.08434930179
988	0.08430650762
989	0.08425169016
990	0.08417231073
991	0.08395751817
992	0.08392629321
993	0.08388327696
994	0.08373158327
995	0.08368481438
996	0.0835701112
997	0.08354260132
998	0.08344025645
999	0.08341398833
