iter	MultiClass
213	0.2343370372
214	0.2338817343
215	0.2336021253
216	0.233372423
217	0.2326337194
218	0.2322186649
219	0.2318597093
220	0.2314507111
221	0.2310295594
222	0.2307471415
223	0.2304650714
224	0.2296734145
225	0.2293975394
226	0.2291781241
227	0.2287685749
228	0.2278536717
229	0.2270941196
230	0.2264926489
231	0.2260967289
232	0.2258886998
233	0.2253104727
234	0.2250447185
235	0.2246966357
236	0.2243780809
237	0.2238303304
238	0.223389868
239	0.2228550497
240	0.2226412404
241	0.2225320484
242	0.2218301469
243	0.2216388868
244	0.2212151855
245	0.2204088137
246	0.2200692816
247	0.2196854465
248	0.2194517364
249	0.2193090983
250	0.218874426
251	0.2184814053
252	0.2178658898
253	0.2175370335
254	0.2172732978
255	0.2169394433
256	0.2164486288
257	0.2162216014
258	0.215708527
259	0.21511901
260	0.2145675234
261	0.2142898273
262	0.2140365077
263	0.2135299216
264	0.2130274679
265	0.2128265225
266	0.2122256036
267	0.2119843529
268	0.2117044512
269	0.2115171691
270	0.2111195578
271	0.2109611498
272	0.2104012173
273	0.2100180403
274	0.2093339887
275	0.2088767356
276	0.2085778781
277	0.2082828814
278	0.2079065859
279	0.2076609851
280	0.2073376836
281	0.2069106998
282	0.206501389
283	0.2060537293
284	0.205778313
285	0.2055327026
286	0.2050758157
287	0.2046845454
288	0.2042867971
289	0.2040146953
290	0.203807343
291	0.2034413713
292	0.2029160926
293	0.2024197675
294	0.2022272884
295	0.2018594941
296	0.2015392006
297	0.2014093746
298	0.2009724086
299	0.20068099
300	0.2001647812
301	0.1998347152
302	0.1994928797
303	0.1992518154
304	0.1987193355
305	0.1982813876
306	0.1980261552
307	0.1977485053
308	0.1973790773
309	0.1971172006
310	0.196732934
311	0.1963292792
312	0.1958878425
313	0.1955391846
314	0.1952041366
315	0.1948042952
316	0.1942367706
317	0.1940666424
318	0.1936103831
319	0.1933782514
320	0.1930840494
321	0.1926446069
322	0.1923000775
323	0.1918924147
324	0.1913954224
325	0.1912856273
326	0.1907098941
327	0.1902522628
328	0.189852449
329	0.1897018026
330	0.1892218979
331	0.1891148665
332	0.1886614208
333	0.1883161243
334	0.1880941599
335	0.1874800714
336	0.187213535
337	0.1869322032
338	0.1866752898
339	0.1864892497
340	0.1862495819
341	0.1860551978
342	0.1856277055
343	0.1854638693
344	0.1850323484
345	0.1846444299
346	0.1843876925
347	0.1842668096
348	0.1840323279
349	0.1837958704
350	0.1836487405
351	0.1833528347
352	0.1829191039
353	0.1827448388
354	0.1825597767
355	0.1821275162
356	0.1819539638
357	0.1818275947
358	0.1815005636
359	0.181217187
360	0.180959743
361	0.1805862606
362	0.1803279058
363	0.1801501316
364	0.1798383815
365	0.1793919714
366	0.1791812259
367	0.1789226407
368	0.1787009793
369	0.1784554323
370	0.1779472378
371	0.1776657064
372	0.1774357032
373	0.1770854053
374	0.1769184602
375	0.1764214885
376	0.1760238318
377	0.1756959688
378	0.1754474169
379	0.1752138393
380	0.174911144
381	0.1747888786
382	0.1745117613
383	0.1743271971
384	0.1739915935
385	0.173859921
386	0.173581839
387	0.1732460694
388	0.1731166451
389	0.1728958584
390	0.1727315074
391	0.1724561395
392	0.1720157723
393	0.1717104046
394	0.1715827581
395	0.1713961749
396	0.1712035265
397	0.1709493183
398	0.1705597322
399	0.1703858569
400	0.170191407
401	0.1700548026
402	0.1697807592
403	0.1694355425
404	0.1691798711
405	0.1689314196
406	0.1686544389
407	0.1684234793
408	0.1682444243
409	0.1679550761
410	0.1676520605
411	0.1674464831
412	0.1672965394
413	0.1670747212
414	0.1668417004
415	0.166564752
416	0.1662475781
417	0.1660516738
418	0.1658643635
419	0.1655820511
420	0.1653760257
421	0.1650109441
422	0.1648592607
423	0.1645495882
424	0.1644224781
425	0.1643138843
426	0.1640268657
427	0.1638476383
428	0.1637390106
429	0.1636065922
430	0.1632982356
431	0.1631356572
432	0.1627915725
433	0.162594295
434	0.1623745649
435	0.1619285059
436	0.1617438131
437	0.1614835589
438	0.1611368535
439	0.1609129896
440	0.1605855145
441	0.1603624384
442	0.1601441847
443	0.1598999508
444	0.1596561627
445	0.1594030626
446	0.159090076
447	0.158770761
448	0.158638341
449	0.1585132205
450	0.1581640239
451	0.1580221878
452	0.1578537924
453	0.1576368356
454	0.157443295
455	0.1572412334
456	0.1570944057
457	0.1569098783
458	0.1567207799
459	0.1565724954
460	0.1563162307
461	0.1561311172
462	0.1557618882
463	0.1555792917
464	0.1554633571
465	0.1553227237
466	0.1552026526
467	0.1551078256
468	0.1548777915
469	0.1545473559
470	0.1543828427
471	0.1541691464
472	0.1537925226
473	0.1536730127
474	0.1534372869
475	0.1533446184
476	0.1530379153
477	0.1528619954
478	0.1527513275
479	0.1526879115
480	0.1524722301
481	0.1523050247
482	0.1522391335
483	0.1520509037
484	0.1518802597
485	0.151712466
486	0.1515596542
487	0.1513935726
488	0.1510946148
489	0.1508870629
490	0.1506887049
491	0.1505256721
492	0.1504054143
493	0.1502256978
494	0.1499957733
495	0.1498124148
496	0.149692718
497	0.149494454
498	0.1493202328
499	0.1491080677
500	0.1487672973
501	0.1486999835
502	0.1485043355
503	0.148377018
504	0.1482118926
505	0.1480345345
506	0.1478194636
507	0.1477032496
508	0.1475753906
509	0.1474397254
510	0.1470468537
511	0.1468391981
512	0.1467628377
513	0.1466126247
514	0.1464563041
515	0.1462786802
516	0.1460284334
517	0.1459123599
518	0.1458288654
519	0.1456942127
520	0.1455048241
521	0.1454020698
522	0.1453246145
523	0.1451910514
524	0.1451202981
525	0.1450314425
526	0.1449589178
527	0.1448372561
528	0.1446996638
529	0.1445698533
530	0.1443547905
531	0.1441268737
532	0.1439967721
533	0.1437588597
534	0.1434242097
535	0.143029326
536	0.1426378969
537	0.1423611924
538	0.1421029222
539	0.1420465213
540	0.141811342
541	0.1416657615
542	0.1413467907
543	0.1410701675
544	0.1408740191
545	0.1407620719
546	0.1406137879
547	0.1405638534
548	0.1403785188
549	0.1402229147
550	0.140132534
551	0.1399944745
552	0.1398268695
553	0.1397425696
554	0.1394989262
555	0.1393465674
556	0.1391606763
557	0.1389216937
558	0.1387502958
559	0.1385827519
560	0.1384095684
561	0.1382603238
562	0.1380534709
563	0.137961825
564	0.1377453419
565	0.1376759251
566	0.1375185675
567	0.1373085218
568	0.1371870835
569	0.1368856386
570	0.1366892369
571	0.1364354207
572	0.1363230419
573	0.1362062557
574	0.1359795306
575	0.1358049662
576	0.1356574935
577	0.1355772838
578	0.1354086497
579	0.1352725174
580	0.1350272168
581	0.1347456078
582	0.1345147896
583	0.1343766397
584	0.1341937985
585	0.1340286497
586	0.1338706928
587	0.1337282342
588	0.1335694494
589	0.1333655694
590	0.1331232109
591	0.1329276935
592	0.1326893493
593	0.1325922961
594	0.1324067247
595	0.1322867535
596	0.1321503713
597	0.1320373192
598	0.1319105763
599	0.1316735046
600	0.1315325591
601	0.1313337326
602	0.1311620382
603	0.1309954873
604	0.1308963658
605	0.1306910345
606	0.1305267438
607	0.1303786899
608	0.1302959081
609	0.1301151122
610	0.1299859384
611	0.1297683756
612	0.1295971021
613	0.1294748171
614	0.1293539816
615	0.1291960425
616	0.1291197527
617	0.1289483744
618	0.1288573339
619	0.1287737123
620	0.1286862227
621	0.1284715075
622	0.1282706163
623	0.1281891246
624	0.1280439273
625	0.1279080507
626	0.1277658203
627	0.1276234645
628	0.127538759
629	0.1274276663
630	0.1272859821
631	0.1269970072
632	0.1267254747
633	0.1265671093
634	0.1264768206
635	0.1264077284
636	0.126156751
637	0.1260514447
638	0.1257569476
639	0.1256335343
640	0.1253372839
641	0.1252020685
642	0.1250423258
643	0.1247801126
644	0.1245317983
645	0.1243674948
646	0.1241575414
647	0.1239253085
648	0.1238073501
649	0.1236046232
650	0.1233346797
651	0.1232385799
652	0.1231097918
653	0.122985579
654	0.1228950771
655	0.1228484309
656	0.1227748873
657	0.122697762
658	0.122536672
659	0.1223764595
660	0.1222665198
661	0.1220709384
662	0.1219568956
663	0.1218007535
664	0.1217411473
665	0.1216000823
666	0.1215360496
667	0.1213989967
668	0.1212174692
669	0.1210626665
670	0.1209779029
671	0.1207116821
672	0.1204824342
673	0.1203504999
674	0.1202515466
675	0.1200973997
676	0.1199264722
677	0.1198423724
678	0.1197394435
679	0.1195711933
680	0.1194173379
681	0.1192637494
682	0.1190237332
683	0.1189133121
684	0.1188089161
685	0.1187281452
686	0.1185198908
687	0.1184849421
688	0.1183539409
689	0.118265521
690	0.1181944631
691	0.1180912464
692	0.1179819823
693	0.1178683597
694	0.1177537392
695	0.1176620563
696	0.1175527819
697	0.1173986178
698	0.1173097161
699	0.117180971
700	0.1168791806
701	0.1167463963
702	0.1166507964
703	0.1165473903
704	0.116443925
705	0.116295366
706	0.1161955079
707	0.1161275708
708	0.1159843942
709	0.115908839
710	0.115757294
711	0.1156835208
712	0.1155172448
713	0.1154638795
714	0.1153926072
715	0.1151369666
716	0.1151076077
717	0.1147819016
718	0.1146906197
719	0.1145193408
720	0.1144249916
721	0.1143351567
722	0.1142045732
723	0.1141017575
724	0.1139907229
725	0.1138670758
726	0.1135957461
727	0.113481619
728	0.1134329853
729	0.1133384369
730	0.113243612
731	0.1131796454
732	0.1129613504
733	0.1128906621
734	0.1128441491
735	0.1126673814
736	0.1126439698
737	0.1124954675
738	0.1124265063
739	0.1123265564
740	0.1121776287
741	0.1120962603
742	0.1119628363
743	0.1117077916
744	0.1116489665
745	0.1115747831
746	0.111422207
747	0.1112933955
748	0.1111661372
749	0.1110218156
750	0.1109694287
751	0.1108911921
752	0.110800322
753	0.1106813854
754	0.1105902336
755	0.1104402986
756	0.1104148137
757	0.1103037773
758	0.1101851933
759	0.1100539477
760	0.1099293988
761	0.1098659827
762	0.1097691094
763	0.109729917
764	0.1095436476
765	0.1093103067
766	0.1092523169
767	0.1091289261
768	0.1089227462
769	0.1088773876
770	0.1087149793
771	0.1084857046
772	0.1083465439
773	0.1082610109
774	0.1081255933
775	0.1078686782
776	0.1077769933
777	0.1076602955
778	0.1075542339
779	0.1073710019
780	0.1072023976
781	0.1071347926
782	0.1069942637
783	0.1069376963
784	0.1067224436
785	0.106674671
786	0.1065849969
787	0.1064763034
788	0.1063991156
789	0.1063625694
790	0.1061154723
791	0.1060496613
792	0.1059484919
793	0.1058775753
794	0.1056964353
795	0.1055786581
796	0.1054723365
797	0.1053244485
798	0.1052453266
799	0.1051987978
800	0.1050139364
801	0.1049323468
802	0.1048796519
803	0.1048158034
804	0.1046996041
805	0.1046424765
806	0.104576885
807	0.1044594497
808	0.1043880912
809	0.1043324587
810	0.1042372239
811	0.1041846443
812	0.1040758023
813	0.103917407
814	0.103831809
815	0.1037279594
816	0.1035957062
817	0.1035276135
818	0.1034335095
819	0.1033240866
820	0.1032254928
821	0.1030995815
822	0.1028847336
823	0.1027501428
824	0.1026569091
825	0.1026030588
826	0.1024521777
827	0.1023073281
828	0.102225951
829	0.1021452998
830	0.1020321409
831	0.1019619723
832	0.1018570833
833	0.1017110763
834	0.1015173715
835	0.1014592576
836	0.1013429776
837	0.1012913559
838	0.1011451256
839	0.1010298477
840	0.100865438
841	0.1007990783
842	0.1007104629
843	0.1006585439
844	0.10051303
845	0.1003970797
846	0.100314945
847	0.100225824
848	0.1001311467
849	0.09997404903
850	0.09993717608
851	0.09977628438
852	0.09962664892
853	0.09948688092
854	0.09935510942
855	0.09920555504
856	0.09914011154
857	0.09906154714
858	0.09901813152
859	0.09887200945
860	0.09869111505
861	0.09850067546
862	0.0984491966
863	0.09826382554
864	0.09817966548
865	0.09814904317
866	0.09798230078
867	0.0979168661
868	0.09779481266
869	0.09773564074
870	0.09759680742
871	0.09743179383
872	0.09733488059
873	0.09707309387
874	0.09693237271
875	0.0967627868
876	0.09660748256
877	0.09652995058
878	0.09645724903
879	0.0964038608
880	0.0963501696
881	0.09627900129
882	0.09617437045
883	0.09603943645
884	0.09585472588
885	0.09573699878
886	0.09556307443
887	0.09551181226
888	0.09543408563
889	0.09534081042
890	0.0951692475
891	0.09512783655
892	0.09507894273
893	0.09498076654
894	0.09478605622
895	0.0947357589
896	0.09461271389
897	0.09453580783
898	0.0944785
899	0.09444479876
900	0.09439904399
901	0.0943386213
902	0.09429243378
903	0.09417105985
904	0.09398191362
905	0.09389210074
906	0.0938687197
907	0.09381852053
908	0.09369994884
909	0.0936409731
910	0.09355243845
911	0.09347778098
912	0.09327061575
913	0.09313579281
914	0.09300450045
915	0.09295800623
916	0.09289705879
917	0.09286922039
918	0.09278872239
919	0.09270436614
920	0.09266961655
921	0.09259472149
922	0.09252485479
923	0.09240990403
924	0.0922906249
925	0.09223392136
926	0.09210775113
927	0.09203632561
928	0.09195544717
929	0.09185823039
930	0.09181129796
931	0.09176779557
932	0.09163140436
933	0.09152040541
934	0.09140636173
935	0.09133289899
936	0.09130581191
937	0.09119459691
938	0.09108074631
939	0.0910237792
940	0.09093591375
941	0.09089974283
942	0.09084738528
943	0.09074254225
944	0.09062857903
945	0.0905479168
946	0.0904667208
947	0.09039262315
948	0.09027306792
949	0.0901281798
950	0.09007473582
951	0.08993414402
952	0.08986714103
953	0.08976183737
954	0.08969997083
955	0.08963340401
956	0.08952673091
957	0.08940624547
958	0.08933566772
959	0.08922279156
960	0.08912175899
961	0.0890174143
962	0.08897219342
963	0.08886412018
964	0.08882934333
965	0.08870278084
966	0.08862147621
967	0.08857012128
968	0.08851974058
969	0.08848482619
970	0.08840105202
971	0.08830968775
972	0.08819662065
973	0.08812893447
974	0.08794036246
975	0.087804643
976	0.08765998978
977	0.08760250783
978	0.0874622189
979	0.08736636039
980	0.08735406502
981	0.08728083134
982	0.08714252793
983	0.08702561737
984	0.08691088383
985	0.08684218306
986	0.0867695709
987	0.08661527558
988	0.08651327855
989	0.08642048939
990	0.08632427294
991	0.0862447741
992	0.0861537977
993	0.08611920191
994	0.08597714354
995	0.08590599759
996	0.08583276957
997	0.08575633055
998	0.08569770481
999	0.08564094243
